result,choices
1248659,0,3
1248673,0,5
1248675,0,3
1248679,1,3
1248693,0,5
1248695,0,3
1248697,1,3
1248735,-1,6
1248736,0,5
1248739,0,5
1248753,-1,6
1248756,0,3
1248759,0,3
1248763,0,5
1248765,0,3
1248769,1,3
1248793,0,5
1248795,0,3
1248796,1,3
1248935,0,6
1248936,0,5
1248937,0,5
1248953,0,6
1248956,0,3
1248957,0,3
1248963,0,5
1248965,0,3
1248967,1,3
1248973,0,5
1248975,0,3
1248976,1,3
1249356,1,7
1249357,0,6
1249358,1,6
1249365,1,7
1249367,1,5
1249368,1,5
1249375,0,6
1249376,1,5
1249378,1,5
1249385,1,6
1249386,1,5
1249387,1,5
1249536,1,7
1249537,0,6
1249538,1,6
1249563,1,7
1249567,1,3
1249568,1,3
1249573,0,6
1249576,1,3
1249578,1,3
1249583,1,6
1249586,1,3
1249587,1,3
1249635,1,7
1249637,1,5
1249638,1,5
1249653,1,7
1249657,1,3
1249658,1,3
1249673,1,5
1249675,1,3
1249678,1,3
1249683,1,5
1249685,1,3
1249687,1,3
1249735,0,6
1249736,1,5
1249738,1,5
1249753,0,6
1249756,1,3
1249758,1,3
1249763,1,5
1249765,1,3
1249768,1,3
1249783,1,5
1249785,1,3
1249786,1,3
1249835,1,6
1249836,1,5
1249837,1,5
1249853,1,6
1249856,1,3
1249857,1,3
1249863,1,5
1249865,1,3
1249867,1,3
1249873,1,5
1249875,1,3
1249876,1,3
1253467,1,8
1253468,1,7
1253469,1,7
1253476,1,8
1253478,0,6
1253479,0,6
1253486,1,7
1253487,0,6
1253489,0,6
1253496,1,7
1253497,0,6
1253498,0,6
1253647,1,8
1253648,1,7
1253649,1,7
1253674,1,8
1253678,0,4
1253679,0,4
1253684,1,7
1253687,0,4
1253689,0,4
1253694,1,7
1253697,0,4
1253698,0,4
1253746,1,8
1253748,0,6
1253749,0,6
1253764,1,8
1253768,0,4
1253769,0,4
1253784,0,6
1253786,0,4
1253789,0,4
1253794,0,6
1253796,0,4
1253798,0,4
1253846,1,7
1253847,0,6
1253849,0,6
1253864,1,7
1253867,0,4
1253869,0,4
1253874,0,6
1253876,0,4
1253879,0,4
1253894,0,6
1253896,0,4
1253897,0,4
1253946,1,7
1253947,0,6
1253948,0,6
1253964,1,7
1253967,0,4
1253968,0,4
1253974,0,6
1253976,0,4
1253978,0,4
1253984,0,6
1253986,0,4
1253987,0,4
1254367,1,8
1254368,0,7
1254369,0,7
1254376,1,8
1254378,1,6
1254379,1,6
1254386,0,7
1254387,1,6
1254389,0,6
1254396,0,7
1254397,1,6
1254398,0,6
1254637,1,8
1254638,0,7
1254639,0,7
1254673,1,8
1254678,0,3
1254679,0,3
1254683,0,7
1254687,0,3
1254689,0,3
1254693,0,7
1254697,0,3
1254698,0,3
1254736,1,8
1254738,1,6
1254739,1,6
1254763,1,8
1254768,0,3
1254769,0,3
1254783,1,6
1254786,0,3
1254789,0,3
1254793,1,6
1254796,0,3
1254798,0,3
1254836,0,7
1254837,1,6
1254839,0,6
1254863,0,7
1254867,0,3
1254869,0,3
1254873,1,6
1254876,0,3
1254879,0,3
1254893,0,6
1254896,0,3
1254897,0,3
1254936,0,7
1254937,1,6
1254938,0,6
1254963,0,7
1254967,0,3
1254968,0,3
1254973,1,6
1254976,0,3
1254978,0,3
1254983,0,6
1254986,0,3
1254987,0,3
1256347,0,8
1256348,-1,7
1256349,0,7
1256374,0,8
1256378,0,4
1256379,1,4
1256384,-1,7
1256387,0,4
1256389,0,4
1256394,0,7
1256397,1,4
1256398,0,4
1256437,0,8
1256438,-1,7
1256439,0,7
1256473,0,8
1256478,0,3
1256479,0,3
1256483,-1,7
1256487,0,3
1256489,0,3
1256493,0,7
1256497,0,3
1256498,0,3
1256734,0,8
1256738,0,4
1256739,1,4
1256743,0,8
1256748,0,3
1256749,0,3
1256783,0,4
1256784,0,3
1256789,0,3
1256793,1,4
1256794,0,3
1256798,0,3
1256834,-1,7
1256837,0,4
1256839,0,4
1256843,-1,7
1256847,0,3
1256849,0,3
1256873,0,4
1256874,0,3
1256879,0,3
1256893,0,4
1256894,0,3
1256897,0,3
1256934,0,7
1256937,1,4
1256938,0,4
1256943,0,7
1256947,0,3
1256948,0,3
1256973,1,4
1256974,0,3
1256978,0,3
1256983,0,4
1256984,0,3
1256987,0,3
1257346,0,8
1257348,-1,6
1257349,0,6
1257364,0,8
1257368,0,4
1257369,0,4
1257384,-1,6
1257386,0,4
1257389,0,4
1257394,0,6
1257396,0,4
1257398,0,4
1257436,0,8
1257438,-1,6
1257439,0,6
1257463,0,8
1257468,0,3
1257469,1,3
1257483,-1,6
1257486,0,3
1257489,0,3
1257493,0,6
1257496,1,3
1257498,0,3
1257634,0,8
1257638,0,4
1257639,0,4
1257643,0,8
1257648,0,3
1257649,1,3
1257683,0,4
1257684,0,3
1257689,0,3
1257693,0,4
1257694,1,3
1257698,0,3
1257834,-1,6
1257836,0,4
1257839,0,4
1257843,-1,6
1257846,0,3
1257849,0,3
1257863,0,4
1257864,0,3
1257869,0,3
1257893,0,4
1257894,0,3
1257896,0,3
1257934,0,6
1257936,0,4
1257938,0,4
1257943,0,6
1257946,1,3
1257948,0,3
1257963,0,4
1257964,1,3
1257968,0,3
1257983,0,4
1257984,0,3
1257986,0,3
1258346,1,7
1258347,1,6
1258349,1,6
1258364,1,7
1258367,1,4
1258369,1,4
1258374,1,6
1258376,1,4
1258379,1,4
1258394,1,6
1258396,1,4
1258397,1,4
1258436,1,7
1258437,1,6
1258439,1,6
1258463,1,7
1258467,1,3
1258469,1,3
1258473,1,6
1258476,1,3
1258479,1,3
1258493,1,6
1258496,1,3
1258497,1,3
1258634,1,7
1258637,1,4
1258639,1,4
1258643,1,7
1258647,1,3
1258649,1,3
1258673,1,4
1258674,1,3
1258679,1,3
1258693,1,4
1258694,1,3
1258697,1,3
1258734,1,6
1258736,1,4
1258739,1,4
1258743,1,6
1258746,1,3
1258749,1,3
1258763,1,4
1258764,1,3
1258769,1,3
1258793,1,4
1258794,1,3
1258796,1,3
1258934,1,6
1258936,1,4
1258937,1,4
1258943,1,6
1258946,1,3
1258947,1,3
1258963,1,4
1258964,1,3
1258967,1,3
1258973,1,4
1258974,1,3
1258976,1,3
1259346,1,7
1259347,1,6
1259348,0,6
1259364,1,7
1259367,1,4
1259368,1,4
1259374,1,6
1259376,1,4
1259378,1,4
1259384,0,6
1259386,1,4
1259387,1,4
1259436,1,7
1259437,1,6
1259438,0,6
1259463,1,7
1259467,1,3
1259468,1,3
1259473,1,6
1259476,1,3
1259478,1,3
1259483,0,6
1259486,1,3
1259487,1,3
1259634,1,7
1259637,1,4
1259638,1,4
1259643,1,7
1259647,1,3
1259648,1,3
1259673,1,4
1259674,1,3
1259678,1,3
1259683,1,4
1259684,1,3
1259687,1,3
1259734,1,6
1259736,1,4
1259738,1,4
1259743,1,6
1259746,1,3
1259748,1,3
1259763,1,4
1259764,1,3
1259768,1,3
1259783,1,4
1259784,1,3
1259786,1,3
1259834,0,6
1259836,1,4
1259837,1,4
1259843,0,6
1259846,1,3
1259847,1,3
1259863,1,4
1259864,1,3
1259867,1,3
1259873,1,4
1259874,1,3
1259876,1,3
1263457,0,8
1263458,0,7
1263459,1,7
1263475,0,8
1263478,0,5
1263479,0,5
1263485,0,7
1263487,0,5
1263489,0,5
1263495,1,7
1263497,0,5
1263498,0,5
1263547,0,8
1263548,0,7
1263549,1,7
1263574,0,8
1263578,0,4
1263579,0,4
1263584,0,7
1263587,0,4
1263589,0,4
1263594,1,7
1263597,0,4
1263598,0,4
1263745,0,8
1263748,0,5
1263749,0,5
1263754,0,8
1263758,0,4
1263759,0,4
1263784,0,5
1263785,0,4
1263789,0,4
1263794,0,5
1263795,0,4
1263798,0,4
1263845,0,7
1263847,0,5
1263849,0,5
1263854,0,7
1263857,0,4
1263859,0,4
1263874,0,5
1263875,0,4
1263879,0,4
1263894,0,5
1263895,0,4
1263897,0,4
1263945,1,7
1263947,0,5
1263948,0,5
1263954,1,7
1263957,0,4
1263958,0,4
1263974,0,5
1263975,0,4
1263978,0,4
1263984,0,5
1263985,0,4
1263987,0,4
1264357,-1,8
1264358,0,7
1264359,0,7
1264375,-1,8
1264378,0,5
1264379,0,5
1264385,0,7
1264387,0,5
1264389,1,5
1264395,0,7
1264397,0,5
1264398,1,5
1264537,-1,8
1264538,0,7
1264539,0,7
1264573,-1,8
1264578,0,3
1264579,0,3
1264583,0,7
1264587,0,3
1264589,0,3
1264593,0,7
1264597,0,3
1264598,0,3
1264735,-1,8
1264738,0,5
1264739,0,5
1264753,-1,8
1264758,0,3
1264759,0,3
1264783,0,5
1264785,0,3
1264789,0,3
1264793,0,5
1264795,0,3
1264798,0,3
1264835,0,7
1264837,0,5
1264839,1,5
1264853,0,7
1264857,0,3
1264859,0,3
1264873,0,5
1264875,0,3
1264879,0,3
1264893,1,5
1264895,0,3
1264897,0,3
1264935,0,7
1264937,0,5
1264938,1,5
1264953,0,7
1264957,0,3
1264958,0,3
1264973,0,5
1264975,0,3
1264978,0,3
1264983,1,5
1264985,0,3
1264987,0,3
1265347,0,8
1265348,-1,7
1265349,0,7
1265374,0,8
1265378,0,4
1265379,1,4
1265384,-1,7
1265387,0,4
1265389,0,4
1265394,0,7
1265397,1,4
1265398,0,4
1265437,0,8
1265438,-1,7
1265439,0,7
1265473,0,8
1265478,0,3
1265479,0,3
1265483,-1,7
1265487,0,3
1265489,0,3
1265493,0,7
1265497,0,3
1265498,0,3
1265734,0,8
1265738,0,4
1265739,1,4
1265743,0,8
1265748,0,3
1265749,0,3
1265783,0,4
1265784,0,3
1265789,0,3
1265793,1,4
1265794,0,3
1265798,0,3
1265834,-1,7
1265837,0,4
1265839,0,4
1265843,-1,7
1265847,0,3
1265849,0,3
1265873,0,4
1265874,0,3
1265879,0,3
1265893,0,4
1265894,0,3
1265897,0,3
1265934,0,7
1265937,1,4
1265938,0,4
1265943,0,7
1265947,0,3
1265948,0,3
1265973,1,4
1265974,0,3
1265978,0,3
1265983,0,4
1265984,0,3
1265987,0,3
1267345,1,8
1267348,0,5
1267349,1,5
1267354,1,8
1267358,1,4
1267359,1,4
1267384,0,5
1267385,1,4
1267389,1,4
1267394,1,5
1267395,1,4
1267398,1,4
1267435,1,8
1267438,0,5
1267439,1,5
1267453,1,8
1267458,1,3
1267459,1,3
1267483,0,5
1267485,1,3
1267489,1,3
1267493,1,5
1267495,1,3
1267498,1,3
1267534,1,8
1267538,1,4
1267539,1,4
1267543,1,8
1267548,1,3
1267549,1,3
1267583,1,4
1267584,1,3
1267589,1,3
1267593,1,4
1267594,1,3
1267598,1,3
1267834,0,5
1267835,1,4
1267839,1,4
1267843,0,5
1267845,1,3
1267849,1,3
1267853,1,4
1267854,1,3
1267859,1,3
1267893,1,4
1267894,1,3
1267895,1,3
1267934,1,5
1267935,1,4
1267938,1,4
1267943,1,5
1267945,1,3
1267948,1,3
1267953,1,4
1267954,1,3
1267958,1,3
1267983,1,4
1267984,1,3
1267985,1,3
1268345,1,7
1268347,1,5
1268349,1,5
1268354,1,7
1268357,0,4
1268359,1,4
1268374,1,5
1268375,0,4
1268379,1,4
1268394,1,5
1268395,1,4
1268397,1,4
1268435,1,7
1268437,1,5
1268439,1,5
1268453,1,7
1268457,1,3
1268459,1,3
1268473,1,5
1268475,1,3
1268479,1,3
1268493,1,5
1268495,1,3
1268497,1,3
1268534,1,7
1268537,0,4
1268539,1,4
1268543,1,7
1268547,1,3
1268549,1,3
1268573,0,4
1268574,1,3
1268579,1,3
1268593,1,4
1268594,1,3
1268597,1,3
1268734,1,5
1268735,0,4
1268739,1,4
1268743,1,5
1268745,1,3
1268749,1,3
1268753,0,4
1268754,1,3
1268759,1,3
1268793,1,4
1268794,1,3
1268795,1,3
1268934,1,5
1268935,1,4
1268937,1,4
1268943,1,5
1268945,1,3
1268947,1,3
1268953,1,4
1268954,1,3
1268957,1,3
1268973,1,4
1268974,1,3
1268975,1,3
1269345,0,7
1269347,0,5
1269348,-1,5
1269354,0,7
1269357,-1,4
1269358,0,4
1269374,0,5
1269375,-1,4
1269378,0,4
1269384,-1,5
1269385,0,4
1269387,0,4
1269435,0,7
1269437,0,5
1269438,-1,5
1269453,0,7
1269457,0,3
1269458,0,3
1269473,0,5
1269475,0,3
1269478,0,3
1269483,-1,5
1269485,0,3
1269487,0,3
1269534,0,7
1269537,-1,4
1269538,0,4
1269543,0,7
1269547,0,3
1269548,0,3
1269573,-1,4
1269574,0,3
1269578,0,3
1269583,0,4
1269584,0,3
1269587,0,3
1269734,0,5
1269735,-1,4
1269738,0,4
1269743,0,5
1269745,0,3
1269748,0,3
1269753,-1,4
1269754,0,3
1269758,0,3
1269783,0,4
1269784,0,3
1269785,0,3
1269834,-1,5
1269835,0,4
1269837,0,4
1269843,-1,5
1269845,0,3
1269847,0,3
1269853,0,4
1269854,0,3
1269857,0,3
1269873,0,4
1269874,0,3
1269875,0,3
1273456,-1,8
1273458,-1,6
1273459,-1,6
1273465,-1,8
1273468,-1,5
1273469,-1,5
1273485,-1,6
1273486,-1,5
1273489,1,5
1273495,-1,6
1273496,-1,5
1273498,1,5
1273546,-1,8
1273548,-1,6
1273549,-1,6
1273564,-1,8
1273568,-1,4
1273569,-1,4
1273584,-1,6
1273586,-1,4
1273589,0,4
1273594,-1,6
1273596,-1,4
1273598,0,4
1273645,-1,8
1273648,-1,5
1273649,-1,5
1273654,-1,8
1273658,-1,4
1273659,-1,4
1273684,-1,5
1273685,-1,4
1273689,0,4
1273694,-1,5
1273695,-1,4
1273698,0,4
1273845,-1,6
1273846,-1,5
1273849,1,5
1273854,-1,6
1273856,-1,4
1273859,0,4
1273864,-1,5
1273865,-1,4
1273869,0,4
1273894,1,5
1273895,0,4
1273896,0,4
1273945,-1,6
1273946,-1,5
1273948,1,5
1273954,-1,6
1273956,-1,4
1273958,0,4
1273964,-1,5
1273965,-1,4
1273968,0,4
1273984,1,5
1273985,0,4
1273986,0,4
1274356,0,8
1274358,1,6
1274359,0,6
1274365,0,8
1274368,0,5
1274369,0,5
1274385,1,6
1274386,0,5
1274389,0,5
1274395,0,6
1274396,0,5
1274398,0,5
1274536,0,8
1274538,1,6
1274539,0,6
1274563,0,8
1274568,0,3
1274569,0,3
1274583,1,6
1274586,0,3
1274589,0,3
1274593,0,6
1274596,0,3
1274598,0,3
1274635,0,8
1274638,0,5
1274639,0,5
1274653,0,8
1274658,0,3
1274659,0,3
1274683,0,5
1274685,0,3
1274689,0,3
1274693,0,5
1274695,0,3
1274698,0,3
1274835,1,6
1274836,0,5
1274839,0,5
1274853,1,6
1274856,0,3
1274859,0,3
1274863,0,5
1274865,0,3
1274869,0,3
1274893,0,5
1274895,0,3
1274896,0,3
1274935,0,6
1274936,0,5
1274938,0,5
1274953,0,6
1274956,0,3
1274958,0,3
1274963,0,5
1274965,0,3
1274968,0,3
1274983,0,5
1274985,0,3
1274986,0,3
1275346,0,8
1275348,-1,6
1275349,0,6
1275364,0,8
1275368,0,4
1275369,0,4
1275384,-1,6
1275386,0,4
1275389,0,4
1275394,0,6
1275396,0,4
1275398,0,4
1275436,0,8
1275438,-1,6
1275439,0,6
1275463,0,8
1275468,0,3
1275469,1,3
1275483,-1,6
1275486,0,3
1275489,0,3
1275493,0,6
1275496,1,3
1275498,0,3
1275634,0,8
1275638,0,4
1275639,0,4
1275643,0,8
1275648,0,3
1275649,1,3
1275683,0,4
1275684,0,3
1275689,0,3
1275693,0,4
1275694,1,3
1275698,0,3
1275834,-1,6
1275836,0,4
1275839,0,4
1275843,-1,6
1275846,0,3
1275849,0,3
1275863,0,4
1275864,0,3
1275869,0,3
1275893,0,4
1275894,0,3
1275896,0,3
1275934,0,6
1275936,0,4
1275938,0,4
1275943,0,6
1275946,1,3
1275948,0,3
1275963,0,4
1275964,1,3
1275968,0,3
1275983,0,4
1275984,0,3
1275986,0,3
1276345,1,8
1276348,0,5
1276349,1,5
1276354,1,8
1276358,1,4
1276359,1,4
1276384,0,5
1276385,1,4
1276389,1,4
1276394,1,5
1276395,1,4
1276398,1,4
1276435,1,8
1276438,0,5
1276439,1,5
1276453,1,8
1276458,1,3
1276459,1,3
1276483,0,5
1276485,1,3
1276489,1,3
1276493,1,5
1276495,1,3
1276498,1,3
1276534,1,8
1276538,1,4
1276539,1,4
1276543,1,8
1276548,1,3
1276549,1,3
1276583,1,4
1276584,1,3
1276589,1,3
1276593,1,4
1276594,1,3
1276598,1,3
1276834,0,5
1276835,1,4
1276839,1,4
1276843,0,5
1276845,1,3
1276849,1,3
1276853,1,4
1276854,1,3
1276859,1,3
1276893,1,4
1276894,1,3
1276895,1,3
1276934,1,5
1276935,1,4
1276938,1,4
1276943,1,5
1276945,1,3
1276948,1,3
1276953,1,4
1276954,1,3
1276958,1,3
1276983,1,4
1276984,1,3
1276985,1,3
1278345,-1,6
1278346,-1,5
1278349,1,5
1278354,-1,6
1278356,-1,4
1278359,0,4
1278364,-1,5
1278365,-1,4
1278369,0,4
1278394,1,5
1278395,0,4
1278396,0,4
1278435,-1,6
1278436,-1,5
1278439,1,5
1278453,-1,6
1278456,-1,3
1278459,-1,3
1278463,-1,5
1278465,-1,3
1278469,-1,3
1278493,1,5
1278495,-1,3
1278496,-1,3
1278534,-1,6
1278536,-1,4
1278539,0,4
1278543,-1,6
1278546,-1,3
1278549,-1,3
1278563,-1,4
1278564,-1,3
1278569,-1,3
1278593,0,4
1278594,-1,3
1278596,-1,3
1278634,-1,5
