result,choices
1792,0,3
1793,0,2
1794,-1,2
1795,0,2
1796,0,2
1798,-1,2
1823,0,4
1824,1,3
1825,0,3
1826,0,3
1827,1,3
1829,1,3
1832,0,4
1834,0,2
1835,0,2
1836,0,2
1837,0,2
1839,0,2
1842,0,3
1843,0,2
1845,0,2
1846,0,2
1847,1,2
1849,1,2
1852,0,3
1853,1,2
1854,1,2
1856,0,2
1857,1,2
1859,0,2
1862,1,3
1863,1,2
1864,1,2
1865,1,2
1867,1,2
1869,1,2
1872,0,3
1873,1,2
1874,1,2
1875,0,2
1876,0,2
1879,0,2
1892,0,3
1893,0,2
1894,0,2
1895,0,2
1896,0,2
1897,0,2
1923,0,4
1924,0,3
1925,0,3
1926,0,3
1927,0,3
1928,0,3
1932,-1,4
1934,0,2
1935,0,2
1936,-1,2
1937,0,2
1938,0,2
1942,0,3
1943,0,2
1945,0,2
1946,0,2
1947,0,2
1948,0,2
1952,1,3
1953,1,2
1954,1,2
1956,1,2
1957,1,2
1958,1,2
1962,0,3
1963,0,2
1964,0,2
1965,0,2
1967,0,2
1968,0,2
1972,0,3
1973,0,2
1974,-1,2
1975,0,2
1976,0,2
1978,-1,2
1982,0,3
1983,0,2
1984,0,2
1985,0,2
1986,0,2
1987,0,2
2134,1,5
2135,0,4
2136,1,4
2137,1,4
2138,0,4
2139,1,4
2143,1,5
2145,0,3
2146,1,3
2147,1,3
2148,1,3
2149,0,3
2153,1,4
2154,1,3
2156,1,3
2157,1,3
2158,0,3
2159,0,3
2163,1,4
2164,0,3
2165,0,3
2167,0,3
2168,0,3
2169,1,3
2173,0,4
2174,1,3
2175,0,3
2176,0,3
2178,0,3
2179,1,3
2183,0,4
2184,1,3
2185,0,3
2186,0,3
2187,1,3
2189,1,3
2193,0,4
2194,0,3
2195,0,3
2196,0,3
2197,0,3
2198,0,3
2314,1,5
2315,0,4
2316,1,4
2317,1,4
2318,0,4
2319,1,4
2341,1,5
2345,0,1
2346,0,1
2347,1,1
2348,0,1
2349,0,1
2351,1,4
2354,1,1
2356,1,1
2357,0,1
2358,0,1
2359,1,1
2361,1,4
2364,1,1
2365,0,1
2367,0,1
2368,1,1
2369,1,1
2371,0,4
2374,0,1
2375,0,1
2376,0,1
2378,0,1
2379,0,1
2381,0,4
2384,0,1
2385,0,1
2386,1,1
2387,1,1
2389,1,1
2391,0,4
2394,0,1
2395,0,1
2396,1,1
2397,1,1
2398,0,1
2413,1,5
2415,0,3
2416,1,3
2417,1,3
2418,1,3
2419,0,3
2431,1,5
2435,0,1
2436,0,1
2437,1,1
2438,0,1
2439,0,1
2451,1,3
2453,1,1
2456,0,1
2457,1,1
2458,0,1
2459,1,1
2461,1,3
2463,1,1
2465,0,1
2467,0,1
2468,1,1
2469,0,1
2471,1,3
2473,1,1
2475,0,1
2476,0,1
2478,0,1
2479,0,1
2481,1,3
2483,0,1
2485,0,1
2486,1,1
2487,1,1
2489,0,1
2491,1,3
2493,1,1
2495,1,1
2496,1,1
2497,1,1
2498,1,1
2513,1,4
2514,1,3
2516,1,3
2517,1,3
2518,0,3
2519,0,3
2531,1,4
2534,1,1
2536,1,1
2537,0,1
2538,0,1
2539,1,1
2541,1,3
2543,1,1
2546,0,1
2547,1,1
2548,0,1
2549,1,1
2561,1,3
2563,1,1
2564,0,1
2567,1,1
2568,0,1
2569,1,1
2571,1,3
2573,0,1
2574,1,1
2576,0,1
2578,0,1
2579,1,1
2581,1,3
2583,1,1
2584,1,1
2586,1,1
2587,1,1
2589,1,1
2591,0,3
2593,1,1
2594,0,1
2596,1,1
2597,1,1
2598,0,1
2613,1,4
2614,0,3
2615,0,3
2617,0,3
2618,0,3
2619,1,3
2631,1,4
2634,1,1
2635,0,1
2637,0,1
2638,1,1
2639,1,1
2641,1,3
2643,1,1
2645,0,1
2647,0,1
2648,1,1
2649,0,1
2651,1,3
2653,1,1
2654,0,1
2657,1,1
2658,0,1
2659,1,1
2671,1,3
2673,1,1
2674,1,1
2675,1,1
2678,1,1
2679,1,1
2681,0,3
2683,1,1
2684,1,1
2685,0,1
2687,0,1
2689,1,1
2691,1,3
2693,1,1
2694,0,1
2695,0,1
2697,0,1
2698,0,1
2713,0,4
2714,1,3
2715,0,3
2716,0,3
2718,0,3
2719,1,3
2731,0,4
2734,0,1
2735,0,1
2736,0,1
2738,0,1
2739,0,1
2741,1,3
2743,1,1
2745,0,1
2746,0,1
2748,0,1
2749,0,1
2751,1,3
2753,0,1
2754,1,1
2756,0,1
2758,0,1
2759,1,1
2761,1,3
2763,1,1
2764,1,1
2765,1,1
2768,1,1
2769,1,1
2781,1,3
2783,1,1
2784,1,1
2785,0,1
2786,0,1
2789,0,1
2791,0,3
2793,0,1
2794,0,1
2795,0,1
2796,0,1
2798,0,1
2813,0,4
2814,1,3
2815,0,3
2816,0,3
2817,1,3
2819,1,3
2831,0,4
2834,0,1
2835,0,1
2836,1,1
2837,1,1
2839,1,1
2841,1,3
2843,0,1
2845,0,1
2846,1,1
2847,1,1
2849,0,1
2851,1,3
2853,1,1
2854,1,1
2856,1,1
2857,1,1
2859,1,1
2861,0,3
2863,1,1
2864,1,1
2865,0,1
2867,0,1
2869,1,1
2871,1,3
2873,1,1
2874,1,1
2875,0,1
2876,0,1
2879,0,1
2891,1,3
2893,1,1
2894,0,1
2895,0,1
2896,1,1
2897,0,1
2913,0,4
2914,0,3
2915,0,3
2916,0,3
2917,0,3
2918,0,3
2931,0,4
2934,0,1
2935,0,1
2936,1,1
2937,1,1
2938,0,1
2941,1,3
2943,1,1
2945,1,1
2946,1,1
2947,1,1
2948,1,1
2951,0,3
2953,1,1
2954,0,1
2956,1,1
2957,1,1
2958,0,1
2961,1,3
2963,1,1
2964,0,1
2965,0,1
2967,0,1
2968,0,1
2971,0,3
2973,0,1
2974,0,1
2975,0,1
2976,0,1
2978,0,1
2981,1,3
2983,1,1
2984,0,1
2985,0,1
2986,1,1
2987,0,1
3124,1,5
3125,0,4
3126,1,4
3127,1,4
3128,0,4
3129,1,4
3142,1,5
3145,0,2
3146,0,2
3147,0,2
3148,0,2
3149,1,2
3152,1,4
3154,0,2
3156,0,2
3157,0,2
3158,1,2
3159,0,2
3162,1,4
3164,0,2
3165,0,2
3167,1,2
3168,0,2
3169,0,2
3172,-1,4
3174,-1,2
3175,0,2
3176,0,2
3178,0,2
3179,0,2
3182,0,4
3184,0,2
3185,0,2
3186,0,2
3187,0,2
3189,0,2
3192,-1,4
3194,0,2
3195,0,2
3196,-1,2
3197,0,2
3198,0,2
3214,1,5
3215,0,4
3216,1,4
3217,1,4
3218,0,4
3219,1,4
3241,1,5
3245,0,1
3246,0,1
3247,1,1
3248,0,1
3249,0,1
3251,1,4
3254,1,1
3256,1,1
3257,0,1
3258,0,1
3259,1,1
3261,1,4
3264,1,1
3265,0,1
3267,0,1
3268,1,1
3269,1,1
3271,0,4
3274,0,1
3275,0,1
3276,0,1
3278,0,1
3279,0,1
3281,0,4
3284,0,1
3285,0,1
3286,1,1
3287,1,1
3289,1,1
3291,0,4
3294,0,1
3295,0,1
3296,1,1
3297,1,1
3298,0,1
3412,1,5
3415,0,2
3416,0,2
3417,0,2
3418,0,2
3419,1,2
3421,1,5
3425,0,1
3426,0,1
3427,1,1
3428,0,1
3429,0,1
3451,1,2
3452,1,1
3456,0,1
3457,0,1
3458,0,1
3459,1,1
3461,1,2
3462,1,1
3465,0,1
3467,1,1
3468,0,1
3469,0,1
3471,0,2
3472,0,1
3475,0,1
3476,0,1
3478,0,1
3479,0,1
3481,1,2
3482,1,1
3485,1,1
3486,1,1
3487,1,1
3489,1,1
3491,0,2
3492,0,1
3495,0,1
3496,0,1
3497,0,1
3498,0,1
3512,1,4
3514,0,2
3516,0,2
3517,0,2
3518,1,2
3519,0,2
3521,1,4
3524,1,1
3526,1,1
3527,0,1
3528,0,1
3529,1,1
3541,1,2
3542,1,1
3546,0,1
3547,0,1
3548,0,1
3549,1,1
3561,1,2
3562,1,1
3564,0,1
3567,0,1
3568,1,1
3569,1,1
3571,1,2
3572,1,1
3574,1,1
3576,1,1
3578,1,1
3579,1,1
3581,1,2
3582,0,1
3584,0,1
3586,1,1
3587,0,1
3589,1,1
3591,0,2
3592,0,1
3594,1,1
3596,1,1
3597,0,1
3598,0,1
3612,1,4
3614,0,2
3615,0,2
3617,1,2
3618,0,2
3619,0,2
3621,1,4
3624,1,1
3625,0,1
3627,0,1
3628,1,1
3629,1,1
3641,1,2
3642,1,1
3645,0,1
3647,1,1
3648,0,1
3649,0,1
3651,1,2
3652,1,1
3654,0,1
3657,0,1
3658,1,1
3659,1,1
3671,0,2
3672,0,1
3674,0,1
3675,0,1
3678,0,1
3679,0,1
3681,0,2
3682,0,1
3684,0,1
3685,0,1
3687,1,1
3689,1,1
3691,1,2
3692,1,1
3694,0,1
3695,0,1
3697,1,1
3698,1,1
3712,-1,4
3714,-1,2
3715,0,2
3716,0,2
3718,0,2
3719,0,2
3721,0,4
3724,0,1
3725,0,1
3726,0,1
3728,0,1
3729,0,1
3741,0,2
3742,0,1
3745,0,1
3746,0,1
3748,0,1
3749,0,1
3751,1,2
3752,1,1
3754,1,1
3756,1,1
3758,1,1
3759,1,1
3761,0,2
3762,0,1
3764,0,1
3765,0,1
3768,0,1
3769,0,1
3781,0,2
3782,0,1
3784,0,1
3785,0,1
3786,0,1
3789,0,1
3791,0,2
3792,0,1
3794,0,1
3795,0,1
3796,-1,1
3798,-1,1
3812,0,4
3814,0,2
3815,0,2
3816,0,2
3817,0,2
3819,0,2
3821,0,4
3824,0,1
3825,0,1
3826,1,1
3827,1,1
3829,1,1
3841,1,2
3842,1,1
3845,1,1
3846,1,1
3847,1,1
3849,1,1
3851,1,2
3852,0,1
3854,0,1
3856,1,1
3857,0,1
3859,1,1
3861,0,2
3862,0,1
3864,0,1
3865,0,1
3867,1,1
3869,1,1
3871,0,2
3872,0,1
3874,0,1
3875,0,1
3876,0,1
3879,0,1
3891,1,2
3892,0,1
3894,0,1
3895,0,1
3896,1,1
3897,0,1
3912,-1,4
3914,0,2
3915,0,2
3916,-1,2
3917,0,2
3918,0,2
3921,0,4
3924,0,1
3925,0,1
3926,1,1
3927,1,1
3928,0,1
3941,0,2
3942,0,1
3945,0,1
3946,0,1
3947,0,1
3948,0,1
3951,0,2
3952,0,1
3954,1,1
3956,1,1
3957,0,1
3958,0,1
3961,1,2
3962,1,1
3964,0,1
3965,0,1
3967,1,1
3968,1,1
3971,0,2
3972,0,1
3974,0,1
3975,0,1
3976,-1,1
3978,-1,1
3981,1,2
3982,0,1
3984,0,1
3985,0,1
3986,1,1
3987,0,1
4123,1,5
4125,0,3
4126,1,3
4127,1,3
4128,1,3
4129,0,3
4132,1,5
4135,0,2
4136,0,2
4137,0,2
4138,0,2
4139,1,2
4152,1,3
4153,1,2
4156,0,2
4157,1,2
4158,1,2
4159,0,2
4162,1,3
4163,1,2
4165,0,2
4167,0,2
4168,0,2
4169,1,2
4172,1,3
4173,1,2
4175,0,2
4176,0,2
4178,1,2
4179,1,2
4182,0,3
4183,0,2
4185,0,2
4186,0,2
4187,1,2
4189,1,2
4192,0,3
4193,0,2
4195,0,2
4196,0,2
4197,0,2
4198,0,2
4213,1,5
4215,0,3
4216,1,3
4217,1,3
4218,1,3
4219,0,3
4231,1,5
4235,0,1
4236,0,1
4237,1,1
4238,0,1
4239,0,1
4251,1,3
4253,1,1
4256,0,1
4257,1,1
4258,0,1
4259,1,1
4261,1,3
4263,1,1
4265,0,1
4267,0,1
4268,1,1
4269,0,1
4271,1,3
4273,1,1
4275,0,1
4276,0,1
4278,0,1
4279,0,1
4281,1,3
4283,0,1
4285,0,1
4286,1,1
4287,1,1
4289,0,1
4291,1,3
4293,1,1
4295,1,1
4296,1,1
4297,1,1
4298,1,1
4312,1,5
4315,0,2
4316,0,2
4317,0,2
4318,0,2
4319,1,2
4321,1,5
4325,0,1
4326,0,1
4327,1,1
4328,0,1
4329,0,1
4351,1,2
4352,1,1
4356,0,1
4357,0,1
4358,0,1
4359,1,1
4361,1,2
4362,1,1
4365,0,1
4367,1,1
4368,0,1
4369,0,1
4371,0,2
4372,0,1
4375,0,1
4376,0,1
4378,0,1
4379,0,1
4381,1,2
4382,1,1
4385,1,1
4386,1,1
4387,1,1
4389,1,1
4391,0,2
4392,0,1
4395,0,1
4396,0,1
4397,0,1
4398,0,1
4512,1,3
4513,1,2
4516,0,2
4517,1,2
4518,1,2
4519,0,2
4521,1,3
4523,1,1
4526,0,1
4527,1,1
4528,0,1
4529,1,1
4531,1,2
4532,1,1
4536,0,1
4537,0,1
4538,0,1
4539,1,1
4561,1,2
4562,1,1
4563,1,1
4567,1,1
4568,1,1
4569,1,1
4571,1,2
4572,1,1
4573,0,1
4576,0,1
4578,1,1
4579,1,1
4581,1,2
4582,0,1
4583,1,1
4586,0,1
4587,1,1
4589,1,1
4591,0,2
4592,0,1
4593,1,1
4596,0,1
4597,1,1
4598,1,1
4612,1,3
4613,1,2
4615,0,2
4617,0,2
4618,0,2
4619,1,2
4621,1,3
4623,1,1
4625,0,1
4627,0,1
4628,1,1
4629,0,1
4631,1,2
4632,1,1
4635,0,1
4637,1,1
4638,0,1
4639,0,1
4651,1,2
4652,1,1
4653,1,1
4657,1,1
4658,1,1
4659,1,1
4671,0,2
4672,0,1
4673,1,1
4675,0,1
4678,1,1
4679,1,1
4681,0,2
4682,1,1
4683,0,1
4685,0,1
4687,1,1
4689,1,1
4691,1,2
4692,0,1
4693,0,1
4695,0,1
4697,1,1
4698,1,1
4712,1,3
4713,1,2
4715,0,2
4716,0,2
4718,1,2
4719,1,2
4721,1,3
4723,1,1
4725,0,1
4726,0,1
4728,0,1
4729,0,1
4731,0,2
4732,0,1
4735,0,1
4736,0,1
4738,0,1
4739,0,1
4751,1,2
4752,1,1
4753,0,1
4756,0,1
4758,1,1
4759,1,1
4761,0,2
4762,0,1
4763,1,1
4765,0,1
4768,1,1
4769,1,1
4781,1,2
4782,1,1
4783,0,1
4785,0,1
4786,1,1
4789,1,1
4791,0,2
4792,0,1
4793,1,1
4795,0,1
4796,0,1
4798,1,1
4812,0,3
4813,0,2
4815,0,2
4816,0,2
4817,1,2
4819,1,2
4821,1,3
4823,0,1
4825,0,1
4826,1,1
4827,1,1
4829,0,1
4831,1,2
4832,1,1
4835,1,1
4836,1,1
4837,1,1
4839,1,1
4851,1,2
4852,0,1
4853,1,1
4856,0,1
4857,1,1
4859,1,1
4861,0,2
4862,1,1
4863,0,1
4865,0,1
4867,1,1
4869,1,1
4871,1,2
4872,1,1
4873,0,1
4875,0,1
4876,1,1
4879,1,1
4891,1,2
4892,0,1
4893,0,1
4895,0,1
4896,0,1
4897,1,1
4912,0,3
4913,0,2
4915,0,2
4916,0,2
4917,0,2
4918,0,2
4921,1,3
4923,1,1
4925,1,1
4926,1,1
4927,1,1
4928,1,1
4931,0,2
4932,0,1
4935,0,1
4936,0,1
4937,0,1
4938,0,1
4951,0,2
4952,0,1
4953,1,1
4956,0,1
4957,1,1
4958,1,1
4961,1,2
4962,0,1
4963,0,1
4965,0,1
4967,1,1
4968,1,1
4971,0,2
4972,0,1
4973,1,1
4975,0,1
4976,0,1
4978,1,1
4981,1,2
4982,0,1
4983,0,1
4985,0,1
4986,0,1
4987,1,1
5123,1,4
5124,1,3
5126,1,3
5127,1,3
5128,0,3
5129,0,3
5132,1,4
5134,0,2
5136,0,2
5137,0,2
5138,1,2
5139,0,2
5142,1,3
5143,1,2
5146,0,2
5147,1,2
5148,1,2
5149,0,2
5162,1,3
5163,1,2
5164,0,2
5167,1,2
5168,0,2
5169,0,2
5172,0,3
5173,0,2
5174,1,2
5176,1,2
5178,0,2
5179,0,2
5182,0,3
5183,1,2
5184,1,2
5186,0,2
5187,1,2
5189,0,2
5192,1,3
5193,1,2
5194,1,2
5196,1,2
5197,1,2
5198,1,2
5213,1,4
5214,1,3
5216,1,3
5217,1,3
5218,0,3
5219,0,3
5231,1,4
5234,1,1
5236,1,1
5237,0,1
5238,0,1
5239,1,1
5241,1,3
5243,1,1
5246,0,1
5247,1,1
5248,0,1
5249,1,1
5261,1,3
5263,1,1
5264,0,1
5267,1,1
5268,0,1
5269,1,1
5271,1,3
5273,0,1
5274,1,1
5276,0,1
5278,0,1
5279,1,1
5281,1,3
5283,1,1
5284,1,1
5286,1,1
5287,1,1
5289,1,1
5291,0,3
5293,1,1
5294,0,1
5296,1,1
5297,1,1
5298,0,1
5312,1,4
5314,0,2
5316,0,2
5317,0,2
5318,1,2
5319,0,2
5321,1,4
5324,1,1
5326,1,1
5327,0,1
5328,0,1
5329,1,1
5341,1,2
5342,1,1
5346,0,1
5347,0,1
5348,0,1
5349,1,1
5361,1,2
5362,1,1
5364,0,1
5367,0,1
5368,1,1
5369,1,1
5371,1,2
5372,1,1
5374,1,1
5376,1,1
5378,1,1
5379,1,1
5381,1,2
5382,0,1
5384,0,1
5386,1,1
5387,0,1
5389,1,1
5391,0,2
5392,0,1
5394,1,1
5396,1,1
5397,0,1
5398,0,1
5412,1,3
5413,1,2
5416,0,2
5417,1,2
5418,1,2
5419,0,2
5421,1,3
5423,1,1
5426,0,1
5427,1,1
5428,0,1
5429,1,1
5431,1,2
5432,1,1
5436,0,1
5437,0,1
5438,0,1
5439,1,1
5461,1,2
5462,1,1
5463,1,1
5467,1,1
5468,1,1
5469,1,1
5471,1,2
5472,1,1
5473,0,1
5476,0,1
5478,1,1
5479,1,1
5481,1,2
5482,0,1
5483,1,1
5486,0,1
5487,1,1
5489,1,1
5491,0,2
5492,0,1
5493,1,1
5496,0,1
5497,1,1
5498,1,1
5612,1,3
5613,1,2
5614,0,2
5617,1,2
5618,0,2
5619,0,2
5621,1,3
5623,1,1
5624,0,1
5627,1,1
5628,0,1
5629,1,1
5631,1,2
5632,1,1
5634,0,1
5637,0,1
5638,1,1
5639,1,1
5641,1,2
5642,1,1
5643,1,1
5647,1,1
5648,1,1
5649,1,1
5671,1,2
5672,0,1
5673,0,1
5674,0,1
5678,1,1
5679,1,1
5681,1,2
5682,0,1
5683,1,1
5684,0,1
5687,1,1
5689,1,1
5691,0,2
5692,1,1
5693,1,1
5694,0,1
5697,1,1
5698,1,1
5712,0,3
5713,0,2
5714,1,2
5716,1,2
5718,0,2
5719,0,2
5721,1,3
5723,0,1
5724,1,1
5726,0,1
5728,0,1
5729,1,1
5731,1,2
5732,1,1
5734,1,1
5736,1,1
5738,1,1
5739,1,1
5741,1,2
5742,1,1
5743,0,1
5746,0,1
5748,1,1
5749,1,1
5761,1,2
5762,0,1
5763,0,1
5764,0,1
5768,1,1
5769,1,1
5781,1,2
5782,0,1
5783,0,1
5784,1,1
5786,1,1
5789,1,1
5791,0,2
5792,1,1
5793,0,1
5794,0,1
5796,0,1
5798,1,1
5812,0,3
5813,1,2
5814,1,2
5816,0,2
5817,1,2
5819,0,2
5821,1,3
5823,1,1
5824,1,1
5826,1,1
5827,1,1
5829,1,1
5831,1,2
5832,0,1
5834,0,1
5836,1,1
5837,0,1
5839,1,1
5841,1,2
5842,0,1
5843,1,1
5846,0,1
5847,1,1
5849,1,1
5861,1,2
5862,0,1
5863,1,1
5864,0,1
5867,1,1
5869,1,1
5871,1,2
5872,0,1
5873,0,1
5874,1,1
5876,1,1
5879,1,1
5891,0,2
5892,0,1
5893,1,1
5894,1,1
5896,1,1
5897,1,1
5912,1,3
5913,1,2
5914,1,2
5916,1,2
5917,1,2
5918,1,2
5921,0,3
5923,1,1
5924,0,1
5926,1,1
5927,1,1
5928,0,1
5931,0,2
5932,0,1
5934,1,1
5936,1,1
5937,0,1
5938,0,1
5941,0,2
5942,0,1
5943,1,1
5946,0,1
5947,1,1
5948,1,1
5961,0,2
5962,1,1
5963,1,1
5964,0,1
5967,1,1
5968,1,1
5971,0,2
5972,1,1
5973,0,1
5974,0,1
5976,0,1
5978,1,1
5981,0,2
5982,0,1
5983,1,1
5984,1,1
5986,1,1
5987,1,1
6123,1,4
6124,0,3
6125,0,3
6127,0,3
6128,0,3
6129,1,3
6132,1,4
6134,0,2
6135,0,2
6137,1,2
6138,0,2
6139,0,2
6142,1,3
6143,1,2
6145,0,2
6147,0,2
6148,0,2
6149,1,2
6152,1,3
6153,1,2
6154,0,2
6157,1,2
6158,0,2
6159,0,2
6172,0,3
6173,0,2
6174,0,2
6175,0,2
6178,0,2
6179,0,2
6182,1,3
6183,1,2
6184,1,2
6185,1,2
6187,1,2
6189,1,2
6192,0,3
6193,0,2
6194,0,2
6195,0,2
6197,0,2
6198,0,2
6213,1,4
6214,0,3
6215,0,3
6217,0,3
6218,0,3
6219,1,3
6231,1,4
6234,1,1
6235,0,1
6237,0,1
6238,1,1
6239,1,1
6241,1,3
6243,1,1
6245,0,1
6247,0,1
6248,1,1
6249,0,1
6251,1,3
6253,1,1
6254,0,1
6257,1,1
6258,0,1
6259,1,1
6271,1,3
6273,1,1
6274,1,1
6275,1,1
6278,1,1
6279,1,1
6281,0,3
6283,1,1
6284,1,1
6285,0,1
6287,0,1
6289,1,1
6291,1,3
6293,1,1
6294,0,1
6295,0,1
6297,0,1
6298,0,1
6312,1,4
6314,0,2
6315,0,2
6317,1,2
6318,0,2
6319,0,2
6321,1,4
6324,1,1
6325,0,1
6327,0,1
6328,1,1
6329,1,1
6341,1,2
6342,1,1
6345,0,1
6347,1,1
6348,0,1
6349,0,1
6351,1,2
6352,1,1
6354,0,1
6357,0,1
6358,1,1
6359,1,1
6371,0,2
6372,0,1
6374,0,1
6375,0,1
6378,0,1
6379,0,1
6381,0,2
6382,0,1
6384,0,1
6385,0,1
6387,1,1
6389,1,1
6391,1,2
6392,1,1
6394,0,1
6395,0,1
6397,1,1
6398,1,1
6412,1,3
6413,1,2
6415,0,2
6417,0,2
6418,0,2
6419,1,2
6421,1,3
6423,1,1
6425,0,1
6427,0,1
6428,1,1
6429,0,1
6431,1,2
6432,1,1
6435,0,1
6437,1,1
6438,0,1
6439,0,1
6451,1,2
6452,1,1
6453,1,1
6457,1,1
6458,1,1
6459,1,1
6471,0,2
6472,0,1
6473,1,1
6475,0,1
6478,1,1
6479,1,1
6481,0,2
6482,1,1
6483,0,1
6485,0,1
6487,1,1
6489,1,1
6491,1,2
6492,0,1
6493,0,1
6495,0,1
6497,1,1
6498,1,1
6512,1,3
6513,1,2
6514,0,2
6517,1,2
6518,0,2
6519,0,2
6521,1,3
6523,1,1
6524,0,1
6527,1,1
6528,0,1
6529,1,1
6531,1,2
6532,1,1
6534,0,1
6537,0,1
6538,1,1
6539,1,1
6541,1,2
6542,1,1
6543,1,1
6547,1,1
6548,1,1
6549,1,1
6571,1,2
6572,0,1
6573,0,1
6574,0,1
6578,1,1
6579,1,1
6581,1,2
6582,0,1
6583,1,1
6584,0,1
6587,1,1
6589,1,1
6591,0,2
6592,1,1
6593,1,1
6594,0,1
6597,1,1
6598,1,1
6712,0,3
6713,0,2
6714,0,2
6715,0,2
6718,0,2
6719,0,2
6721,1,3
6723,1,1
6724,1,1
6725,1,1
6728,1,1
6729,1,1
6731,0,2
6732,0,1
6734,0,1
6735,0,1
6738,0,1
6739,0,1
6741,0,2
6742,0,1
6743,1,1
6745,0,1
6748,1,1
6749,1,1
6751,1,2
6752,0,1
6753,0,1
6754,0,1
6758,1,1
6759,1,1
6781,0,2
6782,0,1
6783,1,1
6784,0,1
6785,0,1
6789,1,1
6791,1,2
6792,0,1
6793,0,1
6794,0,1
6795,0,1
6798,1,1
6812,1,3
6813,1,2
6814,1,2
6815,1,2
6817,1,2
6819,1,2
6821,0,3
6823,1,1
6824,1,1
6825,0,1
6827,0,1
6829,1,1
6831,0,2
6832,0,1
6834,0,1
6835,0,1
6837,1,1
6839,1,1
6841,0,2
6842,1,1
6843,0,1
6845,0,1
6847,1,1
6849,1,1
6851,1,2
6852,0,1
6853,1,1
6854,0,1
6857,1,1
6859,1,1
6871,0,2
6872,0,1
6873,1,1
6874,0,1
6875,0,1
6879,1,1
6891,0,2
6892,1,1
6893,1,1
6894,1,1
6895,0,1
6897,1,1
6912,0,3
6913,0,2
6914,0,2
6915,0,2
6917,0,2
6918,0,2
6921,1,3
6923,1,1
6924,0,1
6925,0,1
6927,0,1
6928,0,1
6931,1,2
6932,1,1
6934,0,1
6935,0,1
6937,1,1
6938,1,1
6941,1,2
6942,0,1
6943,0,1
